record_code,format_version,submission_date,reporting_agency,location_code,location_type,name,latitude,longitude,psc_basin,psc_region,epa_reach,description,rmis_region,rmis_basin,rmis_latitude,rmis_longitude,record_origin
"L","4.1","20200203","CDFO","2FS99GSVIR0277","1","R-OYSTER R",,,,,,"CDN ESCMENT     OYSTER R             GSVI","GST","GSVI","49.8725","-125.1158","N"
"L","4.1","20200203","CDFO","2MS22P015POWE RV 02","1","GSPTN POWE RV (15-2)","49.8356","-124.5244",,,,"GSPTN           STAT AREA: P015 POWELL RIVER        P015","GST","GSMN","49.8667","-124.5667","N"
"L","4.1","20200203","CDFO","2MS22P016CAPT IS 11","1","GSPTN CAPT IS (16-11)","49.7842","-123.9858",,,,"GSPTN           STAT AREA: P016 CAPTAIN ISLAND      P016","GST","GSMS","49.7833","-123.9833","N"
"L","4.1","20200203","CDFO","2MS23P29MTRAI IS 01","1","GSPTS TRAI IS (29-1)","49.4517","-123.8017",,,,"GSPTS           STAT AREA: P29M TRAIL ISLANDS       P29M","GST","GSMS","49.4517","-123.8017","N"
"L","4.1","20200203","CDFO","2MS22P016YOUN PT 01","1","GSPTN YOUN PT (16-1)","49.4386","-124.1733",,,,"GSPTN           STAT AREA: P016 YOUNG POINT         P016","GST","GSMS","49.45","-124.15","N"
"L","4.1","20200203","CDFO","2MS22P014SHIN SP 07","1","GSPTN SHIN SP (14-7)","49.5164","-124.6997",,,,"GSPTN           STAT AREA: P014 SHINGLE SPIT        P014","GST","GSVI","49.5167","-124.7333","N"
"L","4.1","20200203","CDFO","2MS27H23BELLI IO","1","WSPT  ELLI IO [H23B]",,,,,,"WSPT            STAT AREA: H23B ELLIS ISLET         H23B","WCVI","SWVI",,,"N"
"L","4.1","20200203","CDFO","2MS27P124CLEL IS 03","1","WSPT  CLEL IS (124-3)","49.1714","-126.0914",,,,"WSPT            STAT AREA: P124 CLELAND ISLAND      P124","WCVI","SWVI","49.1714","-126.0914","N"
"L","4.1","20200203","CDFO","2MS27P027PR ALIC 08","1","WSPT  PR ALIC (27-8)","50.4267","-127.4881",,,,"WSPT            STAT AREA: P027 PORT ALICE          P027","WCVI","NWVI","50.3833","-127.45","N"
"L","4.1","20200203","CDFO","2MS61P013WILB SH 01","1","JSSSPTWILB SH (13-1)","49.991","-125.1639",,,,"JSSSPT          STAT AREA: P013 WILBY SHOALS        P013","GST","GSTG","49.991","-125.1639","N"
"L","4.1","20200203","CDFO","2MS62P014BAYN SD 08","1","GSSPTCBAYN SD (14-8)","49.5194","-124.8125",,,,"GSSPTC          STAT AREA: P014 BAYNES SOUND        P014","GST","GSVI","49.5194","-124.8125","N"
"L","4.1","20200203","CDFO","2MS62P014CHRO IS 05","1","GSSPTCCHRO IS (14-5)","49.4722","-124.6847",,,,"GSSPTC          STAT AREA: P014 CHROME ISLAND       P014","GST","GSVI","49.4722","-124.6847","N"
"L","4.1","20200203","CDFO","2MS62P014NILE CR 05","1","GSSPTCNILE CR (14-5)","49.42","-124.6403",,,,"GSSPTC          STAT AREA: P014 NILE CREEK          P014","GST","GSVI","49.42","-124.6403","N"
"L","4.1","20200203","CDFO","2MS23P29MMCCA BK 02","1","GSPTS MCCA BK (29-2)","49.3333","-123.65",,,,"GSPTS           STAT AREA: P29M MCCALL BANK         P29M","GST","GSMS","49.3333","-123.65","N"
"L","4.1","20200203","CDFO","2MS27H026SPRI IS","1","WSPT  SPRI IS [H026]","50.0042","-127.4197",,,,"WSPT            STAT AREA: H026 TLE:HOH ISLAND      H026","WCVI","NWVI","50.0042","-127.4197","N"
"L","4.1","20200203","CDFO","2MS27H027LIPP PT","1","WSPT  LIPP PT [H027]","50.4717","-128.1075",,,,"WSPT            STAT AREA: H027 LIPPY POINT         H027","WCVI","NWVI","50.4717","-128.1075","N"
"L","4.1","20200203","CDFO","2MSTSH024       182","1","TAAQS        H024-182",,,,,,"TAAQS           CLAYOQUOT SD. (PFMA SUBS 24-1 to -14 INSIDE SURFLINE)","WCVI","SWVI","49.23","-126.07","N"
"L","4.1","20200203","CDFO","2M BMP124HYSO BK 01","1","BC MARHYSO BK (124-1)","48.8971","-125.8946",,,,"BC MARINE       STAT AREA: P124 HYSON BANK          P124","WCVI","SWVI","48.8971","-125.8946","N"
"L","4.1","20200203","CDFO","2M BMP124WILF RK 03","1","BC MARWILF RK (124-3)","49.1405","-125.9711",,,,"BC MARINE       STAT AREA: P124 WILF ROCK           P124","WCVI","SWVI","49.1405","-125.9711","N"
"L","4.1","20200203","CDFO","2MS61P013QATA RV 19","1","JSSSPTQATA RV (13-19)","50.3781","-124.9378",,,,"JSSSPT          STAT AREA: P013 QUATAM RIVER        P013","JNST","JSM","50.3781","-124.9378","N"
"L","4.1","20200203","CDFO","2MSTNP026       000","1","TAAQN        P026-000",,,,,,"TAAQN           PFMA 26 - Union Island, Solander Island","WCVI","NWVI",,,"N"
"L","4.1","20200203","CDFO","2F 29FWNSDEWD CK","1","FWSPT DEWD CK [FWNS]","49.4739","-121.2553",,,,"FWSPT           STAT AREA: FWNS DEWDNEY CREEK       FWNS","GST","GSMS","49.3667","-121.4","N"
"L","4.1","20200203","CDFO","2MS22P016CULL PT 11","1","GSPTN CULL PT (16-11)","49.8","-124.0783",,,,"GSPTN           STAT AREA: P016 CULLODEN POINT      P016","GST","GSMS","49.8","-124.0833","N"
"L","4.1","20200203","CDFO","2MS23P017MIAM IT 04","1","GSPTS MIAM IT (17-4)","49.0375","-123.7097",,,,"GSPTS           STAT AREA: P017 MIAMI ISLET         P017","GST","GSVI","49.0333","-123.7167","N"
"L","4.1","20200203","CDFO","2MS27H024TOFINOU","1","WSPT  TOFINOU [H024]",,,,,,"WSPT            STAT AREA: H024 TOFINO UNKN 24, 124 H024","WCVI","SWVI","49.1582","-125.9063","N"
"L","4.1","20200203","CDFO","2MS27M23BALLE PT 06","1","WSPT  ALLE PT (23-6)","48.9737","-125.1377",,,,"WSPT            STAT AREA: M23B ALLEN POINT         M23B","WCVI","SWVI","48.9737","-125.1377","N"
"L","4.1","20200203","CDFO","2MS02H024       602","1","SWTR         H024-602",,,,,,"SWTR            RAFAEL POINT (AHOUSAT)","WCVI","SWVI","49.2833","-126.2333","N"
"L","4.1","20200203","CDFO","2MS22P016CALD IS 11","1","GSPTN CALD IS (16-11)","49.7436","-124.0453",,,,"GSPTN           STAT AREA: P016 CALDWELL ISLAND     P016","GST","GSMS","49.75","-124.0333","N"
"L","4.1","20200203","CDFO","2MS22P013QATA RV 19","1","GSPTN QATA RV (13-19)","50.3781","-124.9378",,,,"GSPTN           STAT AREA: P013 QUATAM RIVER        P013","JNST","JSM","50.3833","-124.9333","N"
"L","4.1","20200203","CDFO","2MS27P123SAIL RK","1","WSPT  SAIL RK (P123)","48.8807","-125.3953",,,,"WSPT            STAT AREA: P123 SAIL ROCK           P123","WCVI","SWVI","48.8807","-125.3953","N"
"L","4.1","20200203","CDFO","2MS62P014PACI PL 13","1","GSSPTCPACI PL (14-13)","49.8725","-125.1158",,,,"GSSPTC          STAT AREA: P014 PACIFIC PLAYGROUNDS P014","GST","GSVI","49.8667","-125.1167","N"
"L","4.1","20200203","CDFO","2MS02H024       604","1","SWTR         H024-604",,,,,,"SWTR            LENNARD ISLAND","WCVI","SWVI","49.1111","-125.9225","N"
"L","4.1","20200203","CDFO","2MS02H024       676","1","SWTR         H024-676",,,,,,"SWTR            HOT SPRINGS COVE","WCVI","SWVI","49.3617","-126.2681","N"
"L","4.1","20200203","CDFO","2MS22P016BEAR RK 20","1","GSPTN BEAR RK (16-20)","49.5322","-124.3831",,,,"GSPTN           STAT AREA: P016 BEAR ROCKS          P016","GST","GSMS","49.5167","-124.3833","N"
"L","4.1","20200203","CDFO","2MS22P013BEAR PT 30","1","GSPTN BEAR PT (13-30)","50.3669","-125.6713",,,,"GSPTN           STAT AREA: P013 BEAR POINT          P013","JNST","JNSTG","50.3669","-125.6713","N"
"L","4.1","20200203","CDFO","2MS22P016BARG BY 03","1","GSPTN BARG BY (16-3)","49.6122","-124.0392",,,,"GSPTN           STAT AREA: P016 BARGAIN BAY         P016","GST","GSMS","49.6167","-124.0333","N"
"L","4.1","20200203","CDFO","2MS22P016BULL PS 19","1","GSPTN BULL PS (16-19)","49.4936","-124.2169",,,,"GSPTN           STAT AREA: P016 BULL PASSAGE        P016","GST","GSMS","49.4833","-124.2","N"
"L","4.1","20200203","CDFO","2MS22P016MADE PA 17","1","GSPTN MADE PA (16-17)","49.6167","-124.0167",,,,"GSPTN           STAT AREA: P016 MADEIRA PARK        P016","GST","GSMS","49.6167","-124.0333","N"
"L","4.1","20200203","CDFO","2FS77M123SARM WE","1","FRFNSSSARM WE [M123]","49.1667","-122.8333",,,,"FRFNSS          STAT AREA: M123 FRASER:S.ARM INN.(W)M123","GST","GSMS","49.1667","-122.8333","N"
"L","4.1","20200203","CDFO","2MS22P014PROW PT 03","1","GSPTN PROW PT (14-3)","49.4875","-124.3617",,,,"GSPTN           STAT AREA: P014 PROWSE POINT        P014","GST","GSVI","49.4875","-124.3617","N"
"L","4.1","20200203","CDFO","2MS22P014QUAL BY 05","1","GSPTN QUAL BY (14-5)","49.4092","-124.6283",,,,"GSPTN           STAT AREA: P014 QUALICUM BAY        P014","GST","GSVI","49.4092","-124.6283","N"
"L","4.1","20200203","CDFO","2MS23P028COPP CV 02","1","GSPTS COPP CV (28-2)","49.3792","-123.2789",,,,"GSPTS           STAT AREA: P028 COPPER COVE         P028","GST","GSMS","49.3833","-123.2833","N"
"L","4.1","20200203","CDFO","2MS22P013BREAKWA 05","1","GSPTN BREAKWA (13-5)","50.05","-125.25",,,,"GSPTN           STAT AREA: P013 BREAKWATER          P013","JNST","JSVI","50.05","-125.25","N"
"L","4.1","20180206","CDFO","2MS23P029COWA PT","1","GSPTS COWA PT (P029)",,,,,,"GSPTS           STAT AREA: P029 DO NOT USE SEE PT COP029","GST","GSTG",,,"N"
"L","4.1","20200203","CDFO","2MS24P020PR RENF 01","1","JFSPT PR RENF (20-1)","48.55","-124.4167",,,,"JFSPT           STAT AREA: P020 PORT RENFREW        P020","WCVI","SWVI","48.5333","-124.4167","N"
"L","4.1","20200203","CDFO","2MS23P018DROP OF 11","1","GSPTS DROP OF (18-11)","48.95","-123.0833",,,,"GSPTS           STAT AREA: P018 DROP OFF            P018","GST","GSVI","48.95","-123.0833","N"
"L","4.1","20200203","CDFO","2MS23P018FERN IS 06","1","GSPTS FERN IS (18-6)","48.6797","-123.3939",,,,"GSPTS           STAT AREA: P018 FERNIE ISLAND       P018","GST","GSVI","48.6833","-123.3833","N"
"L","4.1","20200203","CDFO","2MS23P018MUSG PT 07","1","GSPTS MUSG PT (18-7)","48.7483","-123.5514",,,,"GSPTS           STAT AREA: P018 MUSGRAVE POINT      P018","GST","GSVI","48.75","-123.55","N"
"L","4.1","20200203","CDFO","2MS23P018PORT IS 06","1","GSPTS PORT IS (18-6)","48.7261","-123.3731",,,,"GSPTS           STAT AREA: P018 PORTLAND ISLAND     P018","GST","GSVI","48.7333","-123.3667","N"
"L","4.1","20200203","CDFO","2MS23P018SATE CH 06","1","GSPTS SATE CH (18-6)","48.7061","-123.4908",,,,"GSPTS           STAT AREA: P018 SATELLITE CHANNEL   P018","GST","GSVI","48.7","-123.4667","N"
"L","4.1","20200203","CDFO","2MS08P29M       000","1","FGN          P29M-000",,,,,,"FGN             PFMA 29 Marine - Remaining southern Strait of Georgia marine waters","GST","GSTG",,,"N"
"L","4.1","20200203","CDFO","2MS27M23BADAM RK 05","1","WSPT  ADAM RK (23-5)","48.9005","-125.1379",,,,"WSPT            STAT AREA: M23B ADAMSON ROCKS       M23B","WCVI","SWVI","48.9005","-125.1379","N"
"L","4.1","20200203","CDFO","2MS27M23BAL R IS 06","1","WSPT  AL R IS (23-6)","48.9628","-125.1952",,,,"WSPT            STAT AREA: M23B ALMA RUSSELL ISLAND M23B","WCVI","SWVI","48.9628","-125.1952","N"
"L","4.1","20180206","CDFO","2MS27P123MARA RK 11","1","WSPT  MARA RK (23-11)","48.873","-125.4765",,,,"WSPT            STAT AREA: P123 MARA ROCK           P123","WCVI","SWVI","48.873","-125.4765","N"
"L","4.1","20200203","CDFO","2MS23P028MIDC MA 07","1","GSPTS MIDC MA (28-7)","49.3","-123.2",,,,"GSPTS           STAT AREA: P028 MID CHANNEL MARKER  P028","GST","GSMS","49.3","-123.2","N"
"L","4.1","20200203","CDFO","2MS22P015KING IS 05","1","GSPTN KING IS (15-5)","50.0831","-124.8483",,,,"GSPTN           STAT AREA: P015 KINGHORN ISLAND     P015","GST","GSMN","50.0833","-124.8333","N"
"L","4.1","20200203","CDFO","2FS99NWVIR1381","1","R-CONUMA EST",,,,,,"CDN ESCMENT     CONUMA EST           NWVI","WCVI","NWVI","49.795","-126.442","N"
"L","4.1","20200203","CDFO","2FS99GSVIR1879","1","R-CHEF CR",,,,,,"CDN ESCMENT     CHEF CR              GSVI","GST","GSVI","49.448","-124.756","N"
"L","4.1","20200203","CDFO","2MS27M23BTAPA BY 07","1","WSPT  TAPA BY (23-7)","48.8039","-125.1858",,,,"WSPT            STAT AREA: M23B TAPALTOS BAY        M23B","WCVI","SWVI","48.8039","-125.1858","N"
"L","4.1","20200203","CDFO","2MS27P025CRIT CV 04","1","WSPT  CRIT CV (25-4)","49.7091","-126.5045",,,,"WSPT            STAT AREA: P025 CRITTER COVE        P025","WCVI","NWVI","49.7091","-126.5045","N"
"L","4.1","20200203","CDFO","2MS27P025DESC PT 04","1","WSPT  DESC PT (25-4)","49.6864","-126.5",,,,"WSPT            STAT AREA: P025 DESCUBIERTA POINT   P025","WCVI","NWVI","49.6833","-126.5","N"
"L","4.1","20200203","CDFO","2MS22P015KLAHANI 02","1","GSPTN KLAHANI (15-2)","49.902","-124.6294",,,,"GSPTN           STAT AREA: P015 KLAHANIE            P015","GST","GSMN","49.9","-124.6167","N"
"L","4.1","20200203","CDFO","2MS62P015DEAN PT 05","1","GSSPTCDEAN PT (15-5)","50.2861","-124.7867",,,,"GSSPTC          STAT AREA: P015 DEAN POINT          P015","GST","GSMN","50.2833","-124.7833","N"
"L","4.1","20180206","CDFO","2MS23P029MISS PT 01","1","GSPTS MISS PT (29-1)","49.4392","-123.7244",,,,"GSPTS           STAT AREA: P029 MISSION POINT       P029","GST","GSMS","49.4333","-123.7167","N"
"L","4.1","20200203","CDFO","2MS27M23BBENS IS 08","1","WSPT  BENS IS (23-8)","48.8842","-125.3829",,,,"WSPT            STAT AREA: M23B BENSON ISLAND       M23B","WCVI","SWVI","48.8842","-125.3829","N"
"L","4.1","20200203","CDFO","2M BMP017GABR IS 13","1","BC MARGABR IS (17-13)","49.1597","-123.7894",,,,"BC MARINE       STAT AREA: P017 GABRIOLA ISLAND     P017","GST","GSVI","49.1597","-123.7894","N"
"L","4.1","20200203","CDFO","2MS22P014CHRO LT 05","1","GSPTN CHRO LT (14-5)","49.4722","-124.6847",,,,"GSPTN           STAT AREA: P014 CHROME LIGHT        P014","GST","GSVI","49.4722","-124.6847","N"
"L","4.1","20200203","CDFO","2MS22P015MINK IS 05","1","GSPTN MINK IS (15-5)","50.1083","-124.7658",,,,"GSPTN           STAT AREA: P015 MINK ISLAND         P015","GST","GSMN","50.1","-125.7667","N"
"L","4.1","20200203","CDFO","2MS62P014LITT RV 13","1","GSSPTCLITT RV (14-13)","49.7372","-124.9034",,,,"GSSPTC          STAT AREA: P014 LITTLE RIVER        P014","GST","GSVI","49.7372","-124.9034","N"
"L","4.1","20200203","CDFO","2MS22P014RED HOU 08","1","GSPTN RED HOU (14-8)","49.5","-124.8333",,,,"GSPTN           STAT AREA: P014 RED HOUSE           P014","GST","GSVI","49.5","-124.8333","N"
"L","4.1","20200203","CDFO","2MS22P016NELS RK 17","1","GSPTN NELS RK (16-17)","49.65","-124.1167",,,,"GSPTN           STAT AREA: P016 NELSON ROCK         P016","GST","GSMS","49.65","-124.1167","N"
"L","4.1","20200203","CDFO","2MS22P013TYEE SP 03","1","GSPTN TYEE SP (13-3)","50.0478","-125.2525",,,,"GSPTN           STAT AREA: P013 TYEE SPIT           P013","JNST","JNSTG","50.05","-125.25","N"
"L","4.1","20200203","CDFO","2MS22P015ATRE RF 02","1","GSPTN ATRE RF (15-2)","49.9167","-124.6667",,,,"GSPTN           STAT AREA: P015 ATREVIDA REEF       P015","GST","GSMN","49.9167","-124.6667","N"
"L","4.1","20200203","CDFO","2MSTSM23B       000","1","TAAQS        M23B-000",,,,,,"TAAQS           PMFA 23 - Barkley Sound Portion","WCVI","SWVI","48.849967","-125.383608","N"
"L","4.1","20200203","CDFO","2MSTSP123       000","1","TAAQS        P123-000",,,,,,"TAAQS           PFMA 123 - Open water southwest of Ucluelet","WCVI","SWVI","48.4","-126.1","N"
"L","4.1","20200203","CDFO","2MS62P015TEXA IS","1","GSSPTCTEXA IS (P015)","49.6525","-124.3908",,,,"GSSPTC          STAT AREA: P015 TEXADA ISLAND       P015","GST","GSMS","49.6525","-124.3908","N"
"L","4.1","20200203","CDFO","2MS62P014MIST IS 01","1","GSSPTCMIST IS (14-1)","49.3228","-124.2186",,,,"GSSPTC          STAT AREA: P014 MISTAKEN ISLAND     P014","GST","GSVI","49.3228","-124.2186","N"
"L","4.1","20200203","CDFO","2FS99GSVIH0100","1","H-BIG QUALICUM R",,,,,,"CDN ESCMENT     BIG QUALICUM R       GSVI","GST","GSVI","49.382","-124.6439","N"
"L","4.1","20200203","CDFO","2MS22P014PHIP PT 10","1","GSPTN PHIP PT (14-10)","49.5353","-124.7131",,,,"GSPTN           STAT AREA: P014 PHIPPS POINT        P014","GST","GSVI","49.5333","-124.7167","N"
"L","4.1","20200203","CDFO","2MS23P017MUDE IS 18","1","GSPTS MUDE IS (17-18)","49.2706","-124.0817",,,,"GSPTS           STAT AREA: P017 MAUDE ISLAND        P017","GST","GSVI","49.2706","-124.0817","N"
"L","4.1","20200203","CDFO","2MS22P015TENE BY 05","1","GSPTN TENE BY (15-5)","50.1172","-124.7053",,,,"GSPTN           STAT AREA: P015 TENEDOS BAY         P015","GST","GSMN","50.1167","-124.7","N"
"L","4.1","20200203","CDFO","2MS22P016A FRAME 17","1","GSPTN A FRAME (16-17)","49.65","-124.0667",,,,"GSPTN           STAT AREA: P016 A FRAME             P016","GST","GSMS","49.65","-124.0667","N"
"L","4.1","20200203","CDFO","2FS99JNSTR0432","1","R-WOSS R",,,,,,"CDN ESCMENT     WOSS R               JNST","JNST","JSVI","50.216","-126.634","N"
"L","4.1","20200203","CDFO","2MS27H025BAJO PT","1","WSPT  BAJO PT [H025]","49.6183","-126.8267",,,,"WSPT            STAT AREA: H025 BAJO POINT          H025","WCVI","NWVI","49.6183","-126.8267","N"
"L","4.1","20200203","CDFO","2MS62P014DENM IS 10","1","GSSPTCDENM IS (14-10)","49.5458","-124.7919",,,,"GSSPTC          STAT AREA: P014 DENMAN ISLAND       P014","GST","GSVI","49.5458","-124.7919","N"
"L","4.1","20200203","CDFO","2MS02H023       739","1","SWTR         H023-739",,,,,,"SWTR            TROLL ZONE 8 (part of PFMAs 121, 123)","WCVI","SWVI","48.63","-125.75","N"
"L","4.1","20200203","CDFO","2MN26P012PLUM IS 05","1","CSPT  PLUM IS (12-5)","50.5861","-126.7847",,,,"CSPT            STAT AREA: P012 PLUMPER ISLANDS     P012","JNST","JNSTG","50.5833","-126.7833","N"
"L","4.1","20200203","CDFO","2MS22P016CRES BY 22","1","GSPTN CRES BY (16-22)","49.77","-124.6283",,,,"GSPTN           STAT AREA: P016 CRESCENT BAY        P016","GST","GSMS","49.7667","-124.6333","N"
"L","4.1","20200203","CDFO","2F 29M299DUMP BR","1","FWSPT DUMP BR [M299]","49.1333","-123.0667",,,,"FWSPT           STAT AREA: M299 FRASER:DUMP BAR     M299","GST","GSMS","49.1333","-123.0667","N"
"L","4.1","20200203","CDFO","2MS11P012       611","1","JSN          P012-611",,,,,,"JSN             BLACKNEY PASS","JNST","JSM","50.5639","-126.6869","N"
"L","4.1","20200203","CDFO","2MS22P013VOND IN 17","1","GSPTN VOND IN (13-17)","50.1833","-124.9803",,,,"GSPTN           STAT AREA: P013 VON DONOP INLET     P013","JNST","JSM","50.1833","-124.9803","N"
"L","4.1","20200203","CDFO","2MS22P014FREN CR 01","1","GSPTN FREN CR (14-1)","49.35","-124.35",,,,"GSPTN           STAT AREA: P014 FRENCH CREEK        P014","GST","GSVI","49.35","-124.35","N"
"L","4.1","20200203","CDFO","2MS23P018PLUM SD 05","1","GSPTS PLUM SD (18-5)","48.7778","-123.2208",,,,"GSPTS           STAT AREA: P018 PLUMPER SOUND       P018","GST","GSVI","48.7833","-123.25","N"
"L","4.1","20200203","CDFO","2MS62P016EPSO PT 01","1","GSSPTCEPSO PT (16-1)","49.5042","-124.0167",,,,"GSSPTC          STAT AREA: P016 EPSOM POINT         P016","GST","GSMS","49.5042","-124.0167","N"
"L","4.1","20200203","CDFO","2MS22P016SABI CH 19","1","GSPTN SABI CH (16-19)","49.5311","-124.2789",,,,"GSPTN           STAT AREA: P016 SABINE CHANNEL      P016","GST","GSMS","49.5","-124.1833","N"
"L","4.1","20200203","CDFO","2MS27P123JENN RF 03","1","WSPT  JENN RF (123-3)","48.9166","-125.5167",,,,"WSPT            STAT AREA: P123 JENNY REEF          P123","WCVI","SWVI","48.9166","-125.5167","N"
"L","4.1","20200203","CDFO","2MS22P013ARRA RP 23","1","GSPTN ARRA RP (13-23)","50.4214","-125.1356",,,,"GSPTN           STAT AREA: P013 ARRAN RAPIDS        P013","JNST","JSM","50.4214","-125.1356","N"
"L","4.1","20200203","CDFO","2MS22P013OVER FA 20","1","GSPTN OVER FA (13-20)","50.4167","-125.1167",,,,"GSPTN           STAT AREA: P013 OVER FALLS          P013","JNST","JSM","50.4167","-125.1167","N"
"L","4.1","20200203","CDFO","2MS22P014NASH BK 07","1","GSPTN NASH BK (14-7)","49.5167","-124.6333",,,,"GSPTN           STAT AREA: P014 NASH BANK           P014","GST","GSVI","49.5167","-124.6333","N"
"L","4.1","20200203","CDFO","2MS23P017BOOT BY 09","1","GSPTS BOOT BY (17-9)","48.8647","-123.5636",,,,"GSPTS           STAT AREA: P017 BOOTH BAY           P017","GST","GSVI","48.8667","-123.55","N"
"L","4.1","20200203","CDFO","2MS27P025NOOT IS 14","1","WSPT  NOOT IS (25-14)","49.7431","-126.7694",,,,"WSPT            STAT AREA: P025 NOOTKA ISLAND       P025","WCVI","NWVI","49.75","-126.75","N"
"L","4.1","20200203","CDFO","2MS22P015CORT BY 03","1","GSPTN CORT BY (15-3)","50.06","-124.9206",,,,"GSPTN           STAT AREA: P015 CORTES BAY          P015","GST","GSMN","50.0667","-124.9333","N"
"L","4.1","20200203","CDFO","2F 290FW HARR CK","1","FWSPT HARR CK [FW]","48.5822","-124.2756",,,,"FWSPT           STAT AREA: 0FW HARRIS CREEK        0FW","WCVI","SWVI","48.5667","-124.3833","N"
"L","4.1","20200203","CDFO","2FS99GSMNR0444","1","R-LANG CR",,,,,,"CDN ESCMENT     LANG CR              GSMN","GST","GSMS","49.783","-124.375","N"
"L","4.1","20200203","CDFO","2MS22P015FROL BY 01","1","GSPTN FROL BY (15-1)","49.7561","-124.2956",,,,"GSPTN           STAT AREA: P015 FROLANDER BAY       P015","GST","GSMS","49.7561","-124.2956","N"
"L","4.1","20200203","CDFO","2FS99GSMNR0047","1","R-35 1/2 MILE CR",,,,,,"CDN ESCMENT     35 1/2 MILE CR       GSMN","GST","GSTG",,,"N"
"L","4.1","20200203","CDFO","2F 29FWNSDEWD SL","1","FWSPT DEWD SL [FWNS]","49.1806","-122.1014",,,,"FWSPT           STAT AREA: FWNS DEWDNEY SLOUGH      FWNS","GST","GSMS","49.1806","-122.1014","N"
"L","4.1","20200203","CDFO","2MS22P014BEAC MR 01","1","GSPTN BEAC MR (14-1)","49.3058","-124.2167",,,,"GSPTN           STAT AREA: P014 BEACHCOMBERS MARINA P014","GST","GSVI","49.3","-124.2","N"
"L","4.1","20200203","CDFO","2MS27P123LOUD CO 03","1","WSPT  LOUD CO (123-3)",,,,,,"WSPT            STAT AREA: P123 LOUDOUN CHANNEL     P123","WCVI","SWVI",,,"N"
"L","4.1","20200203","CDFO","2MS27H027KAIN PT","1","WSPT  KAIN PT [H027]","50.4625","-128.0294",,,,"WSPT            STAT AREA: H027 KAINS POINT         H027","WCVI","NWVI","50.4625","-128.0294","N"
